Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Methadone,T40.3,2014,2014,Female,F,White,2106-3,40-44 years,40-44,37,1486347,2.489324,1,42,40.8365263221732,1510.95147392041
Methadone,T40.3,2014,2014,Female,F,White,2106-3,45-49 years,45-49,36,1530083,2.352814,1,47,36.1899978913884,1302.83992408998
Methadone,T40.3,2014,2014,Female,F,White,2106-3,50-54 years,50-54,40,1734974,2.30551,1,52,31.6580081521774,1266.32032608709
Methadone,T40.3,2014,2014,Female,F,White,2106-3,55-59 years,55-59,47,1742357,2.697495,1,57,27.2793120597075,1282.12766680625
Methadone,T40.3,2014,2014,Female,F,White,2106-3,65-69 years,65-69,5,1422070,0.35160013220165,1,67,19.0472321072889,95.2361605364446
Methadone,T40.3,2014,2014,Female,F,White,2106-3,70-74 years,70-74,5,1114756,0.448528646627603,1,72,15.1930969969904,75.9654849849522
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,62428,8.0092266290767,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,54033,9.25360427886662,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,49864,10.0272741857853,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,44388,11.2643056681986,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42497,11.7655363908041,1,42,36.9334609258006,184.667304629003
Methadone,T40.3,2014,2014,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,43969,11.3716482066911,1,52,28.1587713717446,140.793856858723
Methadone,T40.3,2014,2014,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,48482,10.3131058949713,1,17,59.906118084933,299.530590424665
Methadone,T40.3,2014,2014,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,31723,15.7614349210352,1,57,24.069470321073,120.347351605365
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,20-24 years,20-24,5,471267,1.06096968385225,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,25-29 years,25-29,5,382618,1.30678640314883,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,30-34 years,30-34,5,338080,1.47893989588263,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,35-39 years,35-39,5,298705,1.6738923017693,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,40-44 years,40-44,5,295156,1.69401943379094,1,42,36.9334609258006,184.667304629003
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,45-49 years,45-49,5,302718,1.65170224433301,1,47,32.4736866990161,162.36843349508
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,50-54 years,50-54,5,319473,1.56507748698638,1,52,28.1587713717446,140.793856858723
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,55-59 years,55-59,5,301409,1.65887548148861,1,57,24.069470321073,120.347351605365
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,60-64 years,60-64,5,241592,2.06960495380642,1,62,20.2400880199447,101.200440099724
Methadone,T40.3,2014,2014,Male,M,Black or African American,2054-5,65-69 years,65-69,5,172531,2.89802991926089,1,67,16.6502815284512,83.251407642256
Methadone,T40.3,2014,2014,Male,M,White,2106-3,15-19 years,15-19,5,1630659,0.306624499665473,1,17,59.906118084933,299.530590424665
Methadone,T40.3,2014,2014,Male,M,White,2106-3,20-24 years,20-24,20,1704945,1.173058,1,22,55.1913987984765,1103.82797596953
Methadone,T40.3,2014,2014,Male,M,White,2106-3,25-29 years,25-29,48,1556479,3.083884,1,27,50.5686570810089,2427.29553988843
Methadone,T40.3,2014,2014,Male,M,White,2106-3,30-34 years,30-34,68,1517729,4.480378,1,32,45.9927274726265,3127.5054681386
Methadone,T40.3,2014,2014,Male,M,White,2106-3,35-39 years,35-39,50,1435627,3.482799,1,37,41.4408819963671,2072.04409981836
Methadone,T40.3,2014,2014,Male,M,White,2106-3,40-44 years,40-44,54,1513774,3.567243,1,42,36.9334609258006,1994.40688999323
Methadone,T40.3,2014,2014,Male,M,White,2106-3,45-49 years,45-49,45,1562393,2.880197,1,47,32.4736866990161,1461.31590145572
Methadone,T40.3,2014,2014,Male,M,White,2106-3,50-54 years,50-54,45,1722866,2.611927,1,52,28.1587713717446,1267.14471172851
Methadone,T40.3,2014,2014,Male,M,White,2106-3,55-59 years,55-59,54,1693100,3.189416,1,57,24.069470321073,1299.75139733794
Methadone,T40.3,2014,2014,Male,M,White,2106-3,60-64 years,60-64,26,1520562,1.709894,1,62,20.2400880199447,526.242288518563
Methadone,T40.3,2014,2014,Male,M,White,2106-3,65-69 years,65-69,5,1328945,0.376238294286069,1,67,16.6502815284512,83.251407642256
Methadone,T40.3,2014,2014,Male,M,White,2106-3,70-74 years,70-74,5,995378,0.502321731040871,1,72,13.2264780885543,66.1323904427715
Methadone,T40.3,2015,2015,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,51943,9.62593612228789,1,27,55.0931361669851,275.465680834925
Methadone,T40.3,2015,2015,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,44280,11.2917795844625,1,37,45.5381516293446,227.690758146723
Methadone,T40.3,2015,2015,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42656,11.721680420105,1,42,40.8365263221732,204.182631610866
Methadone,T40.3,2015,2015,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,41948,11.9195194049776,1,47,36.1899978913884,180.949989456942
Methadone,T40.3,2015,2015,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,43029,11.6200701852239,1,57,27.2793120597075,136.396560298538
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,20-24 years,20-24,5,426801,1.17150615860788,1,22,59.9352050495816,299.676025247908
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,25-29 years,25-29,5,377731,1.32369331614297,1,27,55.0931361669851,275.465680834925
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,30-34 years,30-34,5,330015,1.51508264775844,1,32,50.2919366531769,251.459683265884
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,35-39 years,35-39,5,312956,1.59766868185943,1,37,45.5381516293446,227.690758146723
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,40-44 years,40-44,5,305044,1.63910780084185,1,42,40.8365263221732,204.182631610866
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,45-49 years,45-49,5,317147,1.57655598192636,1,47,36.1899978913884,180.949989456942
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,50-54 years,50-54,5,346312,1.44378479521356,1,52,31.6580081521774,158.290040760887
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,55-59 years,55-59,5,347088,1.44055686166044,1,57,27.2793120597075,136.396560298538
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,60-64 years,60-64,5,298030,1.67768345468577,1,62,23.0873624933524,115.436812466762
Methadone,T40.3,2015,2015,Female,F,Black or African American,2054-5,65-69 years,65-69,5,230834,2.16605872618418,1,67,19.0472321072889,95.2361605364446
Methadone,T40.3,2015,2015,Female,F,White,2106-3,20-24 years,20-24,5,1547152,0.323174452154669,1,22,59.9352050495816,299.676025247908
Methadone,T40.3,2015,2015,Female,F,White,2106-3,30-34 years,30-34,28,1447592,1.934247,1,32,50.2919366531769,1408.17422628895
Methadone,T40.3,2015,2015,Female,F,White,2106-3,35-39 years,35-39,28,1406302,1.991037,1,37,45.5381516293446,1275.06824562165
Methadone,T40.3,2015,2015,Female,F,White,2106-3,40-44 years,40-44,24,1451366,1.653615,1,42,40.8365263221732,980.076631732158
Methadone,T40.3,2015,2015,Female,F,White,2106-3,45-49 years,45-49,31,1510899,2.051759,1,47,36.1899978913884,1121.88993463304
Methadone,T40.3,2015,2015,Female,F,White,2106-3,50-54 years,50-54,49,1702851,2.877527,1,52,31.6580081521774,1551.24239945669
Methadone,T40.3,2015,2015,Female,F,White,2106-3,55-59 years,55-59,37,1744661,2.120756,1,57,27.2793120597075,1009.33454620918
Methadone,T40.3,2015,2015,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,49858,10.0284808857154,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2015,2015,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,45572,10.9716492583165,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2015,2015,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42322,11.8141864751193,1,42,36.9334609258006,184.667304629003
Methadone,T40.3,2015,2015,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,41918,11.9280500023856,1,47,32.4736866990161,162.36843349508
Methadone,T40.3,2015,2015,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,60744,8.23126563940472,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2015,2015,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,61930,8.07363151945745,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,5-9 years,5-9,5,392308,1.27450880430682,1,7,69.7745635778347,348.872817889174
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,15-19 years,15-19,5,394917,1.26608882372752,1,17,59.906118084933,299.530590424665
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,20-24 years,20-24,5,463210,1.07942401934328,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,25-29 years,25-29,5,400819,1.24744585461268,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,30-34 years,30-34,5,337109,1.48319979591171,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,35-39 years,35-39,5,305601,1.63612030065347,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,40-44 years,40-44,5,289476,1.72725890920145,1,42,36.9334609258006,184.667304629003
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,45-49 years,45-49,5,296140,1.68839062605524,1,47,32.4736866990161,162.36843349508
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,55-59 years,55-59,5,303800,1.64581961816985,1,57,24.069470321073,120.347351605365
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,60-64 years,60-64,5,248218,2.01435834629237,1,62,20.2400880199447,101.200440099724
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,65-69 years,65-69,5,183463,2.72534516496514,1,67,16.6502815284512,83.251407642256
Methadone,T40.3,2015,2015,Male,M,Black or African American,2054-5,70-74 years,70-74,5,116135,4.30533430920911,1,72,13.2264780885543,66.1323904427715
Methadone,T40.3,2015,2015,Male,M,White,2106-3,10-14 years,10-14,5,1605356,0.311457396365666,1,12,64.8176243226832,324.088121613416
Methadone,T40.3,2015,2015,Male,M,White,2106-3,15-19 years,15-19,5,1628751,0.306983694868031,1,17,59.906118084933,299.530590424665
Methadone,T40.3,2015,2015,Male,M,White,2106-3,25-29 years,25-29,42,1585986,2.648195,1,27,50.5686570810089,2123.88359740237
Methadone,T40.3,2015,2015,Male,M,White,2106-3,30-34 years,30-34,55,1509623,3.643294,1,32,45.9927274726265,2529.60001099446
Methadone,T40.3,2015,2015,Male,M,White,2106-3,35-39 years,35-39,60,1451682,4.133137,1,37,41.4408819963671,2486.45291978203
Methadone,T40.3,2015,2015,Male,M,White,2106-3,40-44 years,40-44,40,1475869,2.710268,1,42,36.9334609258006,1477.33843703202
Methadone,T40.3,2015,2015,Male,M,White,2106-3,45-49 years,45-49,47,1543792,3.044452,1,47,32.4736866990161,1526.26327485376
Methadone,T40.3,2015,2015,Male,M,White,2106-3,50-54 years,50-54,40,1689361,2.367759,1,52,28.1587713717446,1126.35085486978
Methadone,T40.3,2015,2015,Male,M,White,2106-3,55-59 years,55-59,38,1697542,2.238531,1,57,24.069470321073,914.639872200772
Methadone,T40.3,2015,2015,Male,M,White,2106-3,65-69 years,65-69,5,1370310,0.36488093934949,1,67,16.6502815284512,83.251407642256
Methadone,T40.3,2015,2015,Male,M,White,2106-3,70-74 years,70-74,5,1017238,0.491527056598358,1,72,13.2264780885543,66.1323904427715
Methadone,T40.3,2015,2015,Male,M,White,2106-3,75-79 years,75-79,5,715158,0.699146202657315,1,77,10.0780202604391,50.3901013021955
Methadone,T40.3,2016,2016,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,48521,10.3048164712186,1,32,50.2919366531769,251.459683265884
Methadone,T40.3,2016,2016,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,45701,10.9406796350189,1,37,45.5381516293446,227.690758146723
Methadone,T40.3,2016,2016,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,42084,11.880999904952,1,47,36.1899978913884,180.949989456942
Methadone,T40.3,2016,2016,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,44834,11.1522505241558,1,52,31.6580081521774,158.290040760887
Methadone,T40.3,2016,2016,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,51804,9.65176434252181,1,37,45.5381516293446,227.690758146723
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,1-4 years,1-4,5,298959,1.67247013804569,1,2.5,,
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,5-9 years,5-9,5,378146,1.32224061605835,1,7,74.7297171566532,373.648585783266
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,15-19 years,15-19,5,376856,1.32676672256777,1,17,64.8199054204098,324.099527102049
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,20-24 years,20-24,5,409219,1.22183965065161,1,22,59.9352050495816,299.676025247908
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,25-29 years,25-29,5,393412,1.27093225422712,1,27,55.0931361669851,275.465680834925
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,30-34 years,30-34,5,330418,1.51323475113341,1,32,50.2919366531769,251.459683265884
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,35-39 years,35-39,5,318084,1.57191182203443,1,37,45.5381516293446,227.690758146723
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,40-44 years,40-44,5,295888,1.68982858378846,1,42,40.8365263221732,204.182631610866
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,45-49 years,45-49,5,313752,1.59361533950381,1,47,36.1899978913884,180.949989456942
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,50-54 years,50-54,5,338860,1.47553561942985,1,52,31.6580081521774,158.290040760887
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,55-59 years,55-59,5,346534,1.4428598636786,1,57,27.2793120597075,136.396560298538
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,60-64 years,60-64,5,304863,1.64008095439591,1,62,23.0873624933524,115.436812466762
Methadone,T40.3,2016,2016,Female,F,Black or African American,2054-5,65-69 years,65-69,5,244790,2.04256709832918,1,67,19.0472321072889,95.2361605364446
Methadone,T40.3,2016,2016,Female,F,White,2106-3,5-9 years,5-9,5,1505198,0.332182211243969,1,7,74.7297171566532,373.648585783266
Methadone,T40.3,2016,2016,Female,F,White,2106-3,15-19 years,15-19,5,1529336,0.326939272991678,1,17,64.8199054204098,324.099527102049
Methadone,T40.3,2016,2016,Female,F,White,2106-3,20-24 years,20-24,5,1500943,0.333123909435602,1,22,59.9352050495816,299.676025247908
Methadone,T40.3,2016,2016,Female,F,White,2106-3,30-34 years,30-34,33,1439540,2.292399,1,32,50.2919366531769,1659.63390955484
Methadone,T40.3,2016,2016,Female,F,White,2106-3,35-39 years,35-39,29,1421209,2.040516,1,37,45.5381516293446,1320.60639725099
Methadone,T40.3,2016,2016,Female,F,White,2106-3,40-44 years,40-44,36,1403759,2.564543,1,42,40.8365263221732,1470.11494759824
Methadone,T40.3,2016,2016,Female,F,White,2106-3,45-49 years,45-49,26,1513549,1.717817,1,47,36.1899978913884,940.939945176099
Methadone,T40.3,2016,2016,Female,F,White,2106-3,50-54 years,50-54,43,1649324,2.607129,1,52,31.6580081521774,1361.29435054363
Methadone,T40.3,2016,2016,Female,F,White,2106-3,55-59 years,55-59,27,1744712,1.547533,1,57,27.2793120597075,736.541425612103
Methadone,T40.3,2016,2016,Female,F,White,2106-3,65-69 years,65-69,5,1517719,0.329441747780716,1,67,19.0472321072889,95.2361605364446
Methadone,T40.3,2016,2016,Female,F,White,2106-3,75-79 years,75-79,5,866850,0.576801061313953,1,77,11.6545398511616,58.2726992558082
Methadone,T40.3,2016,2016,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,60350,8.28500414250207,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2016,2016,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,57704,8.66491057812283,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2016,2016,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,50483,9.90432422795793,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2016,2016,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,46456,10.7628723953849,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,< 1 year,< 1,5,76713,6.51780011210616,1,0.5,,
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,1-4 years,1-4,5,308747,1.61944893391677,1,2.5,,
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,15-19 years,15-19,5,395262,1.2649837323092,1,17,59.906118084933,299.530590424665
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,20-24 years,20-24,5,448576,1.11463832215723,1,22,55.1913987984765,275.956993992383
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,25-29 years,25-29,5,419741,1.1912107704513,1,27,50.5686570810089,252.843285405045
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,30-34 years,30-34,5,339340,1.47344845877291,1,32,45.9927274726265,229.963637363133
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,35-39 years,35-39,5,310121,1.61227391888972,1,37,41.4408819963671,207.204409981836
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,40-44 years,40-44,5,282132,1.77222009555811,1,42,36.9334609258006,184.667304629003
Methadone,T40.3,2016,2016,Male,M,Black or African American,2054-5,45-49 years,45-49,5,291843,1.71324993232663,1,47,32.4736866990161,162.36843349508
